"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1997","1997",4801,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1998","1998",4884,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1999","1999",4838,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2000","2000",4830,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2001","2001",4876,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2002","2002",4835,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2003","2003",4863,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2004","2004",4899,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2005","2005",4898,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2006","2006",4910,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2007","2007",4826,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2008","2008",4731,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2009","2009",4681,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2010","2010",4736,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2011","2011",4647,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2012","2012",4639,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2013","2013",4554,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2014","2014",4472,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1980","1980",5151,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1981","1981",5334,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1982","1982",5527,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1983","1983",5710,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1984","1984",5887,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1985","1985",6071,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1986","1986",6242,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1987","1987",6401,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1988","1988",6524,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1989","1989",6614,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1990","1990",6724,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1991","1991",6784,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1992","1992",6874,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1993","1993",6937,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1994","1994",6986,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1995","1995",7029,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1996","1996",7069,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1997","1997",7099,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1998","1998",7164,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","1999","1999",7204,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2000","2000",7241,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2001","2001",7307,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2002","2002",7357,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2003","2003",7422,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2004","2004",7498,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2005","2005",7566,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2006","2006",7619,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2007","2007",7671,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2008","2008",7744,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2009","2009",7791,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2010","2010",7858,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2011","2011",7929,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2012","2012",7992,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2013","2013",8036,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2014","2014",8047,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2000","2000",4410,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2004","2004",4260,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2005","2005",4235,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2006","2006",4145,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2007","2007",4135,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2008","2008",4007,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2009","2009",3970,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2010","2010",4234,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2011","2011",4191,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2012","2012",3939,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2013","2013",3885,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2014","2014",3925,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2000","2000",4585,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2001","2001",4560,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2002","2002",4510,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2003","2003",4445,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2004","2004",4430,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2005","2005",4455,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2006","2006",4380,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2007","2007",4425,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2008","2008",4386,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2009","2009",4416,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2010","2010",4592,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FIN","Finland","2011","2011",4586,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","1995","1995",4761,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","1996","1996",4796,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","1997","1997",4839,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","1998","1998",4833,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","1999","1999",4826,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2000","2000",4794,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2001","2001",4731,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2002","2002",4658,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2003","2003",4607,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2004","2004",4556,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2005","2005",4537,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2006","2006",4579,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2007","2007",4540,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2008","2008",4718,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2009","2009",4731,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2010","2010",4699,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2011","2011",4878,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2012","2012",4983,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2013","2013",5141,,
"DNSTLPDN","Dentists licensed to practice","PERSMYNB","Number of persons (head counts)","FIN","Finland","2014","2014",4825,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2011","2011",41507,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2012","2012",41740,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2013","2013",42084,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2014","2014",42281,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2015","2015",42602,,
"DNSTDENT","Practising dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2016","2016",43026,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1986","1986",37647,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1987","1987",38387,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1988","1988",39396,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1989","1989",40318,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1990","1990",40185,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1991","1991",40841,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1992","1992",41236,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1993","1993",41579,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1994","1994",41966,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1995","1995",41803,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1996","1996",41654,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1997","1997",41537,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1998","1998",42188,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","1999","1999",42675,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2000","2000",42572,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2001","2001",42654,,
"DNSTPADN","Professionally active dentists","PERSMYNB","Number of persons (head counts)","FRA","France","2002","2002",42850,,
